job_id,title,company,district,trade,required_skills,salary_min,salary_max,source
1161,Grid-Tied Inverter Tech,Adani Green Energy,Nashik,Solar PV Installer & Technician,Solar Panel Array Wiring|Grid Inverter Installation,24000,30000,National Career Service (NCS)
1162,BMS Sensor Technician,Ola Electric,Nashik,EV Battery Maintenance Specialist,EV Lithium Pack Diagnostics|BMS Sensor Calibration,28000,35000,NSDC Industry Connect
1163,CNC Lathe Machine Operator,L&T Heavy Engineering,Thane,Advanced CNC Machinist,G-Code CNC Programming|Lathe Machine Calibration,23000,29000,Apprenticeship India Portal
1164,Solar PV Stringing Technician,Suzlon Green Tech,Thane,Solar PV Installer & Technician,Solar Panel Array Wiring|Grid Inverter Installation,22000,28000,Direct Corporate Portal
1165,High Voltage Battery Safety Auditor,Reliance New Energy,Thane,EV Battery Maintenance Specialist,EV Lithium Pack Diagnostics|BMS Sensor Calibration,30000,37000,National Career Service (NCS)
1166,CNC Quality Control Inspector,Bosch India,Thane,Advanced CNC Machinist,G-Code CNC Programming|Lathe Machine Calibration,24000,30000,NSDC Industry Connect
1167,Solar Microgrid Electrician,Schneider Electric,Thane,Solar PV Installer & Technician,Solar Panel Array Wiring|Grid Inverter Installation,25000,31000,Apprenticeship India Portal
1168,EV Battery Module Assembler,TVS Motor Company,Thane,EV Battery Maintenance Specialist,EV Lithium Pack Diagnostics|BMS Sensor Calibration,28000,35000,Direct Corporate Portal
1169,Precision Machine Setter,Tata Motors Tech,Bengaluru,Advanced CNC Machinist,G-Code CNC Programming|Lathe Machine Calibration,26000,33000,National Career Service (NCS)
1170,Solar Inverter Maintenance Specialist,Mahindra Susten,Bengaluru,Solar PV Installer & Technician,Solar Panel Array Wiring|Grid Inverter Installation,27000,34000,NSDC Industry Connect
1171,Traction Battery Diagnostics Engineer,Ather Energy,Bengaluru,EV Battery Maintenance Specialist,EV Lithium Pack Diagnostics|BMS Sensor Calibration,32000,40000,Direct Corporate Portal
1172,CNC Milling Machine Programmer,Bharat Forge Ltd,Bengaluru,Advanced CNC Machinist,G-Code CNC Programming|Lathe Machine Calibration,27000,35000,Apprenticeship India Portal
1173,Grid Solar System Integrator,Adani Green Energy,Bengaluru,Solar PV Installer & Technician,Solar Panel Array Wiring|Grid Inverter Installation,28000,36000,National Career Service (NCS)
1174,EV Pack Thermal Safety Tech,Ola Electric,Bengaluru,EV Battery Maintenance Specialist,EV Lithium Pack Diagnostics|BMS Sensor Calibration,31000,39000,NSDC Industry Connect
1175,Junior CNC Lathe Operator,L&T Heavy Engineering,Ahmedabad,Advanced CNC Machinist,G-Code CNC Programming|Lathe Machine Calibration,22000,28000,Apprenticeship India Portal
1176,Solar PV Field Installation Tech,Suzlon Green Tech,Ahmedabad,Solar PV Installer & Technician,Solar Panel Array Wiring|Grid Inverter Installation,23000,29000,Direct Corporate Portal
1177,EV Battery Diagnostic Specialist,Reliance New Energy,Ahmedabad,EV Battery Maintenance Specialist,EV Lithium Pack Diagnostics|BMS Sensor Calibration,28000,35000,National Career Service (NCS)
1178,CNC Machine Tooling Operator,Bosch India,Ahmedabad,Advanced CNC Machinist,G-Code CNC Programming|Lathe Machine Calibration,23000,29000,NSDC Industry Connect
1179,Solar Panel Array Electrician,Schneider Electric,Ahmedabad,Solar PV Installer & Technician,Solar Panel Array Wiring|Grid Inverter Installation,24000,30000,Apprenticeship India Portal
1180,BMS Diagnostic Calibration Tech,TVS Motor Company,Ahmedabad,EV Battery Maintenance Specialist,EV Lithium Pack Diagnostics|BMS Sensor Calibration,29000,36000,Direct Corporate Portal
1181,Advanced CNC Automation Technician,Tata Motors Tech,Pune,Advanced CNC Machinist,G-Code CNC Programming|Lathe Machine Calibration,26000,34000,National Career Service (NCS)
